ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
110216,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification lutte incendie",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification lutte incendie","réaliser des opérations de Travail Aérien nécessitant une qualification lutte incendie",11,0,1
110216,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification lutte incendie",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification lutte incendie","opérations de Travail Aérien nécessitant une qualification lutte incendie",9,1,2
110217,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification relevés, photographie, surveillance aérienne",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification relevés, photographie","réaliser des opérations de Travail Aérien nécessitant une qualification relevés, photographie",12,0,1
110217,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification relevés, photographie, surveillance aérienne",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification relevés, photographie","opérations de Travail Aérien nécessitant une qualification relevés, photographie",10,1,2
110218,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification remorquage planeur",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification remorquage planeur","réaliser des opérations de Travail Aérien nécessitant une qualification remorquage planeur",11,0,1
110218,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification remorquage planeur",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification remorquage planeur","opérations de Travail Aérien nécessitant une qualification remorquage planeur",9,1,2
110219,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification transport de charges à l'élingue",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification transport de charges à l'élingue","réaliser des opérations de Travail Aérien nécessitant une qualification transport de charges à l'élingue",15,0,1
110219,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification transport de charges à l'élingue",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification transport de charges à l'élingue","opérations de Travail Aérien nécessitant une qualification transport de charges à l'élingue",13,1,2
110220,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification vérification de lignes électriques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification vérification de lignes électriques","réaliser des opérations de Travail Aérien nécessitant une qualification vérification de lignes électriques",13,0,1
110220,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification vérification de lignes électriques",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification vérification de lignes électriques","opérations de Travail Aérien nécessitant une qualification vérification de lignes électriques",11,1,2
110221,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification largage de parachutistes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations de Travail Aérien nécessitant une qualification largage de parachutistes","réaliser des opérations de Travail Aérien nécessitant une qualification largage de parachutistes",12,0,1
110221,"Réaliser des opérations de « Travail Aérien » nécessitant une qualification largage de parachutistes",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"de Travail Aérien nécessitant une qualification largage de parachutistes","opérations de Travail Aérien nécessitant une qualification largage de parachutistes",10,1,2
110223,"Accueillir les passagers et les informer sur les conditions d'enregistrement, d'embarquement/débarquement et de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,Accueillir,AVERB,"les passagers","accueillir les passagers",3,0,1
110223,"Accueillir les passagers et les informer sur les conditions d'enregistrement, d'embarquement/débarquement et de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"les sur les conditions d'enregistrement, d'embarquement / débarquement et de vol","les informer sur les conditions d'enregistrement, d'embarquement / débarquement et de vol",15,2,1
110223,"Accueillir les passagers et les informer sur les conditions d'enregistrement, d'embarquement/débarquement et de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,informer,AVERB,"sur les conditions d'enregistrement, d'embarquement / débarquement et de vol","informer sur les conditions d'enregistrement, d'embarquement / débarquement et de vol",14,1,2
110224,"Collecter les informations concernant les vols et effectuer les opérations d'ouverture d'enregistrement, d'embarquement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Collecter,AVERB,"les informations concernant les vols","collecter les informations concernant les vols",6,0,1
110224,"Collecter les informations concernant les vols et effectuer les opérations d'ouverture d'enregistrement, d'embarquement",ACTIVITE DE BASE ET/OU SPECIFIQUE,effectuer,AVERB,"les opérations d'ouverture d'enregistrement, d'embarquement","effectuer les opérations d'ouverture d'enregistrement, d'embarquement",10,1,1
110224,"Collecter les informations concernant les vols et effectuer les opérations d'ouverture d'enregistrement, d'embarquement",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"d'ouverture d'enregistrement, d'embarquement","opérations d'ouverture d'enregistrement, d'embarquement",8,2,2
110225,"Vérifier et enregistrer les documents des passagers et les bagages (référencement, surpoids, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Vérifier,AVERB,"les documents des passagers et les bagages","vérifier les documents des passagers et les bagages",8,0,1
110225,"Vérifier et enregistrer les documents des passagers et les bagages (référencement, surpoids, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,enregistrer,AVERB,"les documents des passagers et les bagages","enregistrer les documents des passagers et les bagages",8,1,1
110226,"Réaliser les opérations d'embarquement/débarquement (réservation de bus sur piste, accompagnement des passagers, remise des coupons de vol, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"les opérations d'embarquement / débarquement","réaliser les opérations d'embarquement / débarquement",7,0,1
110226,"Réaliser les opérations d'embarquement/débarquement (réservation de bus sur piste, accompagnement des passagers, remise des coupons de vol, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"d'embarquement / débarquement","opérations d'embarquement / débarquement",5,1,2
110227,"Vérifier les cartes d'embarquement avec la liste des passagers présents à bord, renseigner et transmettre les documents de suivi de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,Vérifier,AVERB,"les cartes d'embarquement avec la liste des passagers présents à bord","vérifier les cartes d'embarquement avec la liste des passagers présents à bord",13,1,1
110227,"Vérifier les cartes d'embarquement avec la liste des passagers présents à bord, renseigner et transmettre les documents de suivi de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,renseigner,AVERB,"avec la liste des passagers présents à bord,","renseigner avec la liste des passagers présents à bord,",10,2,1
110227,"Vérifier les cartes d'embarquement avec la liste des passagers présents à bord, renseigner et transmettre les documents de suivi de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,renseigner,AVERB,"les cartes d'embarquement avec la liste des passagers présents à bord,","renseigner les cartes d'embarquement avec la liste des passagers présents à bord,",14,2,1
110227,"Vérifier les cartes d'embarquement avec la liste des passagers présents à bord, renseigner et transmettre les documents de suivi de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,transmettre,AVERB,"les documents de suivi de vol","transmettre les documents de suivi de vol",7,0,1
110231,"Procédures de prise en charge des enfants mineurs",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédures,ANOUN,"de prise en charge des enfants mineurs","Procédures de prise en charge des enfants mineurs",8,0,1
110233,"Recueillir les données techniques de l'espace aérien et évaluer les écarts avec les paramètres transmis par les pilotes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Recueillir,AVERB,"les données techniques de l'espace aérien","recueillir les données techniques de l'espace aérien",8,0,1
110233,"Recueillir les données techniques de l'espace aérien et évaluer les écarts avec les paramètres transmis par les pilotes",ACTIVITE DE BASE ET/OU SPECIFIQUE,évaluer,AVERB,"les écarts avec les paramètres transmis","évaluer les écarts avec les paramètres transmis",7,1,1
110234,"Contrôler les indicateurs techniques et communiquer aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"les indicateurs techniques","contrôler les indicateurs techniques",4,0,1
110234,"Contrôler les indicateurs techniques et communiquer aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,communiquer,AVERB,"aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol","communiquer aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol",15,1,1
110234,"Contrôler les indicateurs techniques et communiquer aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,guidage,ANOUN,"aux différentes phases de vol","guidage aux différentes phases de vol",6,3,2
110234,"Contrôler les indicateurs techniques et communiquer aux pilotes les instructions de positionnement et le guidage aux différentes phases de vol",ACTIVITE DE BASE ET/OU SPECIFIQUE,instructions,ANOUN,"de positionnement","instructions de positionnement",3,2,2
110235,"Repérer le positionnement des aéronefs sur les appareils de contrôle et surveiller la conformité de leur trajectoire dans l'espace aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,Repérer,AVERB,"le positionnement des aéronefs sur les appareils de contrôle","repérer le positionnement des aéronefs sur les appareils de contrôle",10,0,1
110235,"Repérer le positionnement des aéronefs sur les appareils de contrôle et surveiller la conformité de leur trajectoire dans l'espace aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,positionnement,ANOUN,"des aéronefs sur les appareils de contrôle","positionnement des aéronefs sur les appareils de contrôle",8,2,2
110235,"Repérer le positionnement des aéronefs sur les appareils de contrôle et surveiller la conformité de leur trajectoire dans l'espace aérien",ACTIVITE DE BASE ET/OU SPECIFIQUE,surveiller,AVERB,"la conformité de leur trajectoire dans l'espace aérien","surveiller la conformité de leur trajectoire dans l'espace aérien",10,1,1
110236,"Réguler le trafic aérien et élaborer des modifications de plan de vol en fonction des urgences",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réguler,AVERB,"le trafic aérien","réguler le trafic aérien",4,0,1
110236,"Réguler le trafic aérien et élaborer des modifications de plan de vol en fonction des urgences",ACTIVITE DE BASE ET/OU SPECIFIQUE,modifications,ANOUN,"de plan de vol","modifications de plan de vol",5,2,2
110236,"Réguler le trafic aérien et élaborer des modifications de plan de vol en fonction des urgences",ACTIVITE DE BASE ET/OU SPECIFIQUE,élaborer,AVERB,"des modifications de plan de vol en fonction des urgences","élaborer des modifications de plan de vol en fonction des urgences",11,1,1
110237,"Identifier les besoins d'intervention en fonction des anomalies/accidents et mettre en place les procédures d'alerte",ACTIVITE DE BASE ET/OU SPECIFIQUE,Identifier,AVERB,"les besoins d'intervention en fonction des anomalies / accidents","identifier les besoins d'intervention en fonction des anomalies / accidents",11,1,1
110237,"Identifier les besoins d'intervention en fonction des anomalies/accidents et mettre en place les procédures d'alerte",ACTIVITE DE BASE ET/OU SPECIFIQUE,mettre,AVERB,"en place les procédures d'alerte","mettre en place les procédures d'alerte",7,0,1
110238,"Consigner les éléments d'activité (dysfonctionnement, infraction, incident) sur les supports techniques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Consigner,AVERB,"les éléments d'activité sur les supports techniques","consigner les éléments d'activité sur les supports techniques",9,0,1
110239,"Lecture d'indicateur radar et d'appareil de contrôle",SAVOIRS THEORIQUES ET PROCEDURAUX,Lecture,ANOUN,"d'indicateur radar et d'appareil de contrôle","Lecture d'indicateur radar et d'appareil de contrôle",9,0,1
110243,"Règles de mesure de vitesse et d'altitude",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"de mesure de vitesse et d'altitude","Règles de mesure de vitesse et d'altitude",8,0,1
110244,"Règles de contrôle aérien (d'approche, en route, au sol)",SAVOIRS THEORIQUES ET PROCEDURAUX,Règles,ANOUN,"de contrôle aérien","Règles de contrôle aérien",4,0,1
110245,"Caractéristiques des infrastructures aéroportuaires (pistes d'atterrissage, ...)",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des infrastructures aéroportuaires","Caractéristiques des infrastructures aéroportuaires",4,0,1
